"X","FIPS","STNAME","CTYNAME","RNETMIG2013","RNETMIG2014","RNETMIG2015","RNETMIG2016","elec12","elec16","elec18","elect14to16","medAge16","medAge12","pct_for_born15","pct_bach_deg15","pct_non_white15","pct_unemp12","pct_unemp16","votes_gop_16","votes_dem_16","votes_total_16","repratio","State...County.Name","Poverty","MedianIncome"
598,51005,"Virginia","Alleghany County",-1.627441162,-13.0063763,-8.381148862,1.6883665054,-3.8544127859,-21.3265998186,-13.982439661,-10.8104438846,47.7,46.3,1.44,15.75,7.23,6.2,5.1,4873,2165,7306,66.698603887216,"Alleghany County (VA)",14.9,"$47,037"
599,51007,"Virginia","Amelia County",-5.353066205,3.9408866995,5.1768766178,2.5024437928,-0.549078052,6.2671409051,19.8286602904,6.5221482263,45.1,43.8,0.34,14.54,26.66,5.8,4.1,4704,2150,7035,66.8656716417911,"Amelia County (VA)",10.4,"$56,172"
600,51009,"Virginia","Amherst County",-8.160877063,-5.242423302,-10.470386,1.0671521163,8.342251758,-22.8065342487,-2.930770014,-4.5164940047,44.6,43,2,18.31,23.16,6,4.3,9643,4986,15164,63.5914006858349,"Amherst County (VA)",14.3,"$46,497"
601,51011,"Virginia","Appomattox County",2.2902012105,2.8042259032,9.081179256,2.7099396716,8.7088041438,16.8855460413,20.9239839393,5.3185219072,43.6,42.7,0.73,17.7,22.49,6.7,4.5,5714,2023,7954,71.8380688961529,"Appomattox County (VA)",13.9,"$51,431"
602,51013,"Virginia","Arlington County",5.3404898287,-5.215297319,2.3351488273,2.315740081,35.863161831,4.776081418,7.3212563234,-13.370064869,34.6,33.8,23.03,72.88,27.94,3.2,2.8,20155,91879,119344,16.8881552486929,"Arlington County (VA)",7.5,"$108,635"
603,51015,"Virginia","Augusta County",3.9478771681,1.4486670909,6.0469856182,6.8953489932,-1.1140078701,18.3388788704,12.7663707781,8.1273929677,45,43.9,1.59,21.99,6.9,5.4,4,26152,8108,36661,71.3346608112163,"Augusta County (VA)",9.2,"$56,784"
604,51017,"Virginia","Bath County",-8.013861815,-3.286950805,-12.23445668,-8.356860531,-0.3776815598,-31.892129831,-20.9149865622,-11.86294139,50.4,48.5,3.14,21.82,5.96,5.4,3.6,1548,603,2243,69.0147124386982,"Bath County (VA)",11.7,"$47,059"
605,51019,"Virginia","Bedford County",6.0547826201,10.911487734,7.9537518429,6.083249201,7.8632807373,31.003271398,15.8457950359,16.472656183,46.2,45,1.88,26.72,9.98,5.5,4.2,30578,9733,42186,72.4837623856256,"Bedford County (VA)",9.6,"$55,708"
606,51021,"Virginia","Bland County",2.3937761819,-8.447092541,-1.219605153,-3.844379517,-2.397829371,-11.1173010291,-15.939826366,-11.989790181,45.9,44.6,1.4,14.14,5.78,6.6,5,2572,453,3124,82.3303457106274,"Bland County (VA)",13.8,"$44,827"
607,51023,"Virginia","Botetourt County",-1.331094674,4.4499606466,10.629168486,-2.224861322,1.2453252167,11.5231731366,9.4789862202,2.2553711657,47.3,46,2.39,26.2,5.99,5,3.8,13369,4492,18641,71.7182554583981,"Botetourt County (VA)",7.8,"$68,390"
608,51025,"Virginia","Brunswick County",-1.469896519,-4.673173617,4.0377649783,-8.896053496,-17.591128886,-11.0013586537,-3.9723046815,-14.870617235,43.8,42.4,1.57,13.11,58.1,9.7,5.7,3045,4473,7645,39.8299542184434,"Brunswick County (VA)",22.8,"$39,433"
609,51027,"Virginia","Buchanan County",-5.523464182,-16.76574997,-12.9119501,-19.90049751,-5.3686126371,-55.101661762,-26.758796555,-37.30779403,46.2,44.4,1.08,9.89,4.42,10.6,9.4,7292,1721,9220,79.0889370932755,"Buchanan County (VA)",25.1,"$31,763"
610,51029,"Virginia","Buckingham County",2.3376092102,-13.43463084,5.6552089776,3.3472311938,-1.6386139337,-2.0945814584,3.4660074204,-10.2047326662,43.3,42.2,1.48,10.41,38.45,7.8,4.9,3969,3128,7284,54.4892915980231,"Buckingham County (VA)",17.6,"$42,455"
611,51031,"Virginia","Campbell County",4.0037853971,3.4620264637,0.5969825247,-0.126671613,-5.106703835,7.9361227725,-1.342806021,1.9940461684,43,42,2.33,19.26,18.2,5.8,4.4,19442,6597,27218,71.430670879565,"Campbell County (VA)",13.3,"$49,935"
612,51033,"Virginia","Caroline County",6.5280879574,9.7957800186,-0.033534541,3.1685678074,-0.5438724813,19.4589012424,17.5852904995,12.5237072024,39.4,39.1,2.92,19.17,33.94,7,4.2,7143,6425,14189,50.3418140813306,"Caroline County (VA)",9.9,"$55,423"
613,51035,"Virginia","Carroll County",3.8777181634,-1.87862726,7.6901119936,0.3355817309,0.7241377513,10.0247846279,8.3422242287,-1.9456085141,47.5,45.7,1.88,14.5,2.25,7.9,5.5,10653,2557,13587,78.4058291013469,"Carroll County (VA)",16.3,"$40,390"
614,51036,"Virginia","Charles City County",-3.521870818,-12.38786843,7.1352122726,2.4183796856,-11.283136085,-6.3561472898,4.4217711662,-10.2542673344,50.5,47.9,1.11,13.03,57.97,7.1,4.2,1381,2244,3745,36.8758344459279,"Charles City County (VA)",12.4,"$56,907"
615,51037,"Virginia","Charlotte County",-8.754863813,-5.97063755,-1.560703138,-3.294892916,-10.099520673,-19.581097417,-8.988995322,-9.18374091,45.4,44.5,0.82,14,33,7.9,5.2,3479,2153,5792,60.0656077348066,"Charlotte County (VA)",20.8,"$38,557"
616,51041,"Virginia","Chesterfield County",6.8547712493,8.8149660421,4.2572136537,6.0026523348,10.510236982,25.9296032799,21.3035358257,12.9230675597,38.9,38.2,8.09,36.9,31.27,5.7,3.9,84938,80993,175288,48.4562548491625,"Chesterfield County (VA)",7,"$76,260"
617,51043,"Virginia","Clarke County",1.8952023304,4.4811651029,-3.782042303,5.1860676992,20.1615294804,7.7803928295,19.5701047791,9.5972145974,46.9,45.5,4.13,30.97,11.27,4.8,3.8,4657,3047,8131,57.2746279670397,"Clarke County (VA)",7.9,"$76,753"
618,51045,"Virginia","Craig County",2.5301673803,7.174713981,-4.653868528,0.5847953216,-5.232419604,5.6358081549,-2.7081298153,7.9534204913,47.5,46,0.36,14.65,4.03,6.5,4.5,2139,541,2784,76.8318965517241,"Craig County (VA)",12.6,"$48,221"
619,51047,"Virginia","Culpeper County",10.678444057,8.7268416804,1.3967469965,10.773251099,10.7362298523,31.5752838329,21.321987244,17.8037746073,39,38.5,6.81,21.9,22.73,5.3,3.9,13341,7744,22087,60.4020464526645,"Culpeper County (VA)",9.8,"$67,023"
620,51049,"Virginia","Cumberland County",1.016002032,-1.422475107,-12.15277778,-0.410909651,-25.259006644,-12.970160506,12.6797058175,-1.528568663,45.6,42.9,0.34,14.54,36.98,6.5,4.8,2693,2032,4875,55.2410256410256,"Cumberland County (VA)",18.2,"$42,692"
621,51051,"Virginia","Dickenson County",-10.18219077,-7.90437008,-4.386826426,-7.216153592,-5.82988015,-29.689540868,-22.529559971,-15.250103509,44.2,43.1,0.96,11.03,1.62,10.8,8.9,4932,1335,6405,77.0023419203747,"Dickenson County (VA)",25.6,"$32,795"
622,51053,"Virginia","Dinwiddie County",-6.393067074,0.0355966895,-0.320233415,9.6719336782,0.6396601622,2.9942298787,12.1659069317,8.3548561662,42.8,41.7,2.18,15.3,35.52,7.1,4.6,7447,5765,13533,55.0284489765758,"Dinwiddie County (VA)",13,"$54,805"
623,51057,"Virginia","Essex County",2.5124500875,-7.559395248,2.2559104855,1.8933417482,-0.1799992649,-0.8976929268,-11.809725643,-6.6559743068,46.3,44.1,1.31,15.19,44.26,6.8,4.8,2657,2541,5354,49.626447515876,"Essex County (VA)",13.1,"$50,033"
624,51059,"Virginia","Fairfax County",1.0717157174,-5.357581304,-5.750334799,-5.730069243,12.0434976758,-15.7662696286,-8.099321299,-20.572077013,38,37.5,29.96,59.9,37.1,4.2,3.4,157837,354485,542858,29.0751909339091,"Fairfax County (VA)",6,"$115,518"
625,51061,"Virginia","Fauquier County",5.6539850872,11.073493103,1.5816875728,2.3316647358,9.3843159326,20.6408304988,22.1579703474,12.9024892598,41.9,41.8,6,33.53,12.72,4.9,3.6,22110,12960,37124,59.5571597888159,"Fauquier County (VA)",5.8,"$91,372"
626,51063,"Virginia","Floyd County",3.1052886948,4.1921960658,4.2477876106,8.7755821029,3.6360472952,20.3208544741,9.9729564005,13.0967688169,46.3,44.8,1.92,18.16,4.01,5,3.9,5289,2300,7972,66.3447064726543,"Floyd County (VA)",13.7,"$42,670"
627,51065,"Virginia","Fluvanna County",-4.293173467,3.2435563278,3.7633685989,0.3445635528,-1.6136210585,3.0583150125,21.0822540303,3.8970300071,43.6,41.9,3.42,31.51,19.6,4.6,3.3,7018,5751,13492,52.0160094871035,"Fluvanna County (VA)",7.5,"$70,005"
628,51067,"Virginia","Franklin County",0.2132025691,1.7948695165,1.5645139784,-0.37374861,3.6968223556,3.198837454,5.1742618348,1.5810597744,46.9,45.2,2.37,20.54,10.9,6,4.3,18560,7254,26805,69.2408132811043,"Franklin County (VA)",13.2,"$52,424"
629,51069,"Virginia","Frederick County",11.649260791,11.180396551,6.5566670476,10.274644579,11.9671518461,39.6609689686,35.393323469,20.383281983,40.5,39.9,5.47,29.09,8.81,5.3,3.5,26069,11920,40133,64.9565195724217,"Frederick County (VA)",6.8,"$69,346"
630,51071,"Virginia","Giles County",1.0585744531,-3.901170351,-1.546882437,7.7369439072,-12.983749552,3.3474655723,4.8783494898,3.6584476312,44.7,44.1,1.7,15.85,3.91,6.4,5.2,5930,1949,8196,72.3523670082967,"Giles County (VA)",12.2,"$51,780"
631,51073,"Virginia","Gloucester County",-2.037960409,5.7187771032,-1.080628385,3.9664872303,-2.710614237,6.5666755395,10.8455238292,9.1160969441,44.3,43.4,2.15,22.09,12.28,5.2,3.7,13087,5399,19524,67.0303216553985,"Gloucester County (VA)",9.4,"$64,296"
632,51075,"Virginia","Goochland County",14.469753547,13.494841562,14.950128371,14.611954013,-21.144101537,57.526677493,35.228238937,28.152853055,47.9,46.8,3.7,37.36,21.21,5,3.9,8374,4884,13930,60.1148600143575,"Goochland County (VA)",6.4,"$88,815"
633,51077,"Virginia","Grayson County",3.3691164327,52.168872573,5.772005772,-0.439919558,-12.091833848,60.8700752197,-4.2287019808,51.79335903,47.5,47.5,1.51,9.98,4.96,8.9,5.6,5593,1407,7258,77.0597960870763,"Grayson County (VA)",17.4,"$36,113"
634,51079,"Virginia","Greene County",-0.37184595,9.3278174488,3.0817445808,4.5689364243,10.1096409999,16.6066525039,14.1830128724,11.1563781254,40.6,40.1,4.31,23.7,11.55,4.9,3.2,5943,2923,9503,62.5381458486794,"Greene County (VA)",8.4,"$66,170"
635,51081,"Virginia","Greensville County",-3.756349511,-8.517594425,27.806297057,-17.95639162,-39.55108202,-2.424038499,-0.495681209599999,-26.818131274,41,41.4,2.27,8.6,60.49,8.6,4.9,1737,2558,4363,39.8120559248224,"Greensville County (VA)",25.4,"$41,539"
636,51083,"Virginia","Halifax County",-6.358048135,-1.643944333,-0.739981785,-0.970707474,-6.655975651,-9.712681727,-16.206565901,-2.614651807,46.2,45.4,1.43,15.48,39.51,9,5.7,9698,6890,16946,57.2288445650891,"Halifax County (VA)",18.7,"$39,859"
637,51085,"Virginia","Hanover County",6.8220410514,6.2722202772,12.89012148,11.628243325,2.983447257,37.6126261336,25.694677138,16.9635753533,42.6,41.9,3.6,35.72,13.56,5.1,3.6,39592,19360,62313,63.5373036124083,"Hanover County (VA)",5.8,"$83,405"
638,51087,"Virginia","Henrico County",5.1171457488,5.6975520819,3.4477796021,0.2831300644,16.8806251595,14.5456074972,4.8067390157,0.8232267823,38.3,37.8,11.93,40.68,41.41,5.6,3.9,59674,93615,161966,36.8435350629144,"Henrico County (VA)",9.2,"$66,524"
639,51089,"Virginia","Henry County",-2.853174866,-5.16323245,-1.267500144,-2.067532969,-13.593587705,-11.351440429,-1.2223675485,-7.345080529,47.2,45.8,3.17,11.37,26.66,9.7,5.4,15207,8199,24029,63.2860293811644,"Henry County (VA)",18.4,"$36,703"
640,51091,"Virginia","Highland County",-8.10993467,22.05716858,-9.923319802,7.2644721907,-22.030397925,11.2883862987,5.4221971713,29.3216407707,56.9,54.4,0.71,21.64,0.49,4.3,3.5,958,371,1391,68.8713156002876,"Highland County (VA)",13.3,"$42,837"
641,51093,"Virginia","Isle of Wight County",7.762002879,9.1340832995,7.8594737208,2.9803791705,0.5094264625,27.7359390698,18.0396743797,11.2178653363,44.7,44.3,2.69,26.91,28.18,5.8,4.3,11971,7673,20481,58.4492944680436,"Isle of Wight County (VA)",9.5,"$70,982"
642,51095,"Virginia","James City County",17.339760757,19.917303245,11.248128187,16.345433495,23.4888547622,64.850625684,30.804765171,34.608801636,46.4,45.3,6.46,47.03,19.71,5.1,3.9,21284,19091,42737,49.8022790556193,"James City County (VA)",6.5,"$84,035"
643,51097,"Virginia","King and Queen County",5.8400398832,8.6426749787,1.9758662056,-2.688362221,9.0114344397,13.7702188465,5.272388401,6.2376791505,47.2,45.8,2.74,18.1,31.18,6.1,4.3,2059,1451,3615,56.9571230982019,"King and Queen County (VA)",13.4,"$52,115"
644,51099,"Virginia","King George County",6.908253545,9.0905466289,-0.118434299,14.18854392,22.924598871,30.0689097949,15.1421968848,22.6411574522,37.5,36.7,1.98,32.3,23.36,5.9,4.1,7338,4002,11967,61.3186262221108,"King George County (VA)",6.8,"$80,664"
645,51101,"Virginia","King William County",4.6774143254,1.1785869363,5.7962078002,5.3222402349,-8.24982906,16.9744492968,24.17788322,5.7564564746,40.4,40,2.08,18.36,23.48,5.7,3.8,5963,2752,9088,65.6139964788732,"King William County (VA)",7.7,"$68,053"
646,51103,"Virginia","Lancaster County",-2.26418512,0.2749644838,5.5332687785,4.816152635,-0.0309821796999996,8.3602007773,20.598772528,4.266223667,56.8,55.1,1.93,27.93,30.23,6.2,4.5,3520,2862,6599,53.3414153659645,"Lancaster County (VA)",14,"$44,941"
647,51105,"Virginia","Lee County",-12.59655377,-10.56521914,-3.125888036,-17.23712358,-4.938725517,-43.524784526,-13.768462167,-27.40062336,44.1,41.9,1.11,12.05,6.07,8.4,6.7,7542,1627,9353,80.6372286966749,"Lee County (VA)",29.9,"$32,466"
648,51107,"Virginia","Loudoun County",23.798481956,23.089623569,21.044511804,19.618788327,43.691218051,87.551405656,34.805632603,36.126619649,36,35.2,23.29,58.17,32.23,4.2,3.3,69633,99909,180265,38.6281308074224,"Loudoun County (VA)",3.5,"$134,609"
649,51109,"Virginia","Louisa County",11.410619285,7.3204298556,7.0217179997,17.47686675,0.5729044526,43.2296338903,40.015040288,24.6508880085,45,43.7,3.22,20.58,21.61,5.7,3.7,10507,6208,17507,60.015993602559,"Louisa County (VA)",12.2,"$52,671"
650,51111,"Virginia","Lunenburg County",-5.721096544,-0.399808092,-12.01128577,-2.195836044,-20.8301273354,-20.32802645,-5.1100113227,-2.995452228,45.4,44.6,3.46,12.19,38.18,7.5,4.8,3206,2226,5577,57.4861036399498,"Lunenburg County (VA)",19.8,"$38,313"
651,51113,"Virginia","Madison County",-0.915087505,-1.990354436,2.8374233129,4.2875736927,-9.5971038201,4.2195550646,13.5812427904,1.3785941317,45.7,45,1.94,23.17,14.22,4.3,3.2,4418,2202,6934,63.7150274012114,"Madison County (VA)",11.2,"$56,774"
652,51115,"Virginia","Mathews County",5.9517125211,-4.968102524,10.646732359,2.15505019,5.0280019539,13.7853925461,19.0520771398,-3.829255122,53.1,51.3,1.8,29.18,13.67,5.1,4.1,3515,1563,5292,66.4210128495843,"Mathews County (VA)",10.1,"$59,439"
653,51117,"Virginia","Mecklenburg County",-8.579326999,-0.898025947,0.2901120155,0.6476683938,-23.4449168631,-8.5395725367,6.901282994,-0.4107193292,48.6,47.3,2.24,15.61,39.43,9.1,5.5,8283,6571,15177,54.5760031626804,"Mecklenburg County (VA)",15.9,"$45,827"
654,51119,"Virginia","Middlesex County",-1.942196532,-2.893140457,7.4990626172,12.970047588,1.4179509321,15.6337732162,11.671923673,9.796925796,53.8,52,1.56,24.21,20.57,5.6,3.8,3668,2107,5994,61.1945278611945,"Middlesex County (VA)",14.2,"$49,840"
655,51121,"Virginia","Montgomery County",6.6686433316,2.6018140426,-0.514231353,6.7074978783,5.4059296431,15.4637238995,3.6630070067,2.6912055663,28.8,27.3,8.82,45.66,13.28,5.5,4.2,19455,20015,42695,45.5673966506617,"Montgomery County (VA)",20.3,"$51,428"
656,51125,"Virginia","Nelson County",4.1891891892,5.3263214671,-1.4178651,8.3905673783,-6.5383724772,16.4882129346,8.7092126187,13.5146234732,50,48.8,3.82,28.16,16.11,5.2,3.7,4150,3677,8247,50.3213289681096,"Nelson County (VA)",12.6,"$54,188"
657,51127,"Virginia","New Kent County",17.278394247,22.564569578,17.228149212,28.545898037,26.0076988169,85.617011074,54.675260976,50.452755946,43.5,42.8,2.47,24.58,18.36,5,3.3,8117,3545,12163,66.7351804653457,"New Kent County (VA)",5.9,"$84,486"
658,51131,"Virginia","Northampton County",-9.235970808,5.8967650845,8.7821043911,0.3317299718,-9.2723299788,5.7746286394,-9.503544243,5.1488056746,48.9,48.6,5.64,20.55,38.4,8.5,5.1,2686,3255,6134,43.7887186175416,"Northampton County (VA)",20.3,"$39,348"
659,51133,"Virginia","Northumberland County",-3.398470688,3.0957230143,4.8979591837,4.582838905,17.0792063103,9.178050415,13.15619934,6.9453643632,57.1,54.9,2.54,25.36,29.54,6.2,4.5,5089,2830,8176,62.2431506849315,"Northumberland County (VA)",13.4,"$52,957"
660,51135,"Virginia","Nottoway County",-5.926020327,-6.615285806,7.0071678827,-3.600475777,-0.5184404581,-9.1346140273,1.2304604271,-10.793796265,42.1,42,2.72,15.2,43.18,6,4,3712,2829,6717,55.2627661158255,"Nottoway County (VA)",22.9,"$40,514"
661,51137,"Virginia","Orange County",9.6666037708,8.5989963044,7.6456743456,6.4055325662,17.3037512159,32.316806987,32.660187047,14.1705125067,43.6,42.9,5.46,25.06,17.42,6.1,4.1,10511,5955,17157,61.2636241767209,"Orange County (VA)",9.2,"$64,656"
662,51139,"Virginia","Page County",-2.733044612,3.9150476752,-2.8243229,0.8462026655,-3.674236891,-0.7961171713,18.3840898134,4.677055767,45.2,43.8,1.63,12.78,4.37,8.5,4.6,7824,2514,10663,73.3752227328144,"Page County (VA)",16.4,"$45,834"
663,51141,"Virginia","Patrick County",3.0069433055,2.690459849,-4.37321819,-2.238638908,3.6576355085,-0.9144539435,3.7852410883,0.3420062533,49.5,47.6,1.9,12.64,7.8,8.1,4.7,6454,1768,8489,76.0278006832371,"Patrick County (VA)",17.9,"$38,539"
664,51143,"Virginia","Pittsylvania County",-2.470966148,0.4482187307,-2.621042307,-1.956187859,-7.224818218,-6.5999775833,-4.873731412,-1.6360316228,46.6,45.2,2.21,14.14,25.16,7.2,4.6,21742,9195,31687,68.6148893868148,"Pittsylvania County (VA)",13.6,"$46,192"
665,51145,"Virginia","Powhatan County",3.6482776941,5.9525906097,-17.47311828,13.061946903,-1.920144237,5.1896969268,25.7419819899,18.4157562088,45.3,43.1,2.54,27.91,14.96,5.1,3.7,11875,4057,16794,70.7097773014172,"Powhatan County (VA)",6.6,"$78,047"
666,51147,"Virginia","Prince Edward County",-19.39885351,10.987327365,8.7209302326,-5.330906254,-8.69713006,-5.0215021664,-2.866892454,4.0367752448,31.1,30.2,3.11,24.4,35.92,8,5.6,4099,4590,9113,44.9796993306266,"Prince Edward County (VA)",22.6,"$41,072"
667,51149,"Virginia","Prince George County",1.4236213704,-1.444932035,15.603718445,-12.27590558,31.2164369483,3.3065022004,1.7329173049,-17.092345696,37.4,37.3,4.08,21.35,40.24,7.1,4.8,9157,6419,16140,56.7348203221809,"Prince George County (VA)",9.5,"$66,775"
668,51153,"Virginia","Prince William County",7.3544838144,2.6855410605,4.9354415645,1.6427104723,31.613964029,16.6181769117,3.589178865,-1.7006066927,34.9,33.8,21.86,38.77,38.55,4.9,3.7,54065,83093,144854,37.3237880900769,"Prince William County (VA)",7.4,"$97,549"
669,51155,"Virginia","Pulaski County",-1.645496536,-2.874188913,2.8828094288,0.1458448794,3.942663292,-1.4910311408,2.6605564332,-2.6993118216,46.3,44.8,1.42,17.85,7.91,6.8,5.1,10314,4170,15112,68.2503970354685,"Pulaski County (VA)",14.4,"$49,554"
670,51157,"Virginia","Rappahannock County",3.5064059339,-10.84231212,8.1505128031,-3.663003663,-10.587835732,-2.848397046,-1.6670034147,-14.369786883,50.9,48.5,4.84,35.07,7.62,4.9,3.6,2532,1741,4444,56.975697569757,"Rappahannock County (VA)",9.9,"$65,278"
671,51159,"Virginia","Richmond County",-11.2016858,-2.915451895,-3.73577857,0.4560483411,-13.183737407,-17.3968679239,32.588973165,-2.5715363189,44.5,44.1,6.6,12.7,33.51,5.9,3.6,2213,1347,3651,60.6135305395782,"Richmond County (VA)",19.3,"$45,403"
672,51161,"Virginia","Roanoke County",7.429148927,1.5535270421,2.6351307925,2.9564882062,6.9964114286,14.5742949678,12.9085433741,2.3243634102,44.3,43.6,5.01,34.15,11.02,4.8,3.7,30857,16787,50149,61.5306386966839,"Roanoke County (VA)",7.4,"$62,306"
673,51163,"Virginia","Rockbridge County",-0.939387162,6.7466434332,1.3390465988,6.0780764676,5.9829758254,13.2243793376,24.808741842,11.7077259549,48.7,47.4,2.33,25.48,6.25,5.7,4.7,6671,3506,10685,62.4333177351427,"Rockbridge County (VA)",12.3,"$50,570"
674,51165,"Virginia","Rockingham County",2.8727079802,3.798927286,6.0765776715,9.3423587871,4.688600222,22.0905717248,21.285628237,11.6861037567,41.3,41,5.12,23.78,5.75,5.2,3.7,25269,9361,36536,69.1619224874097,"Rockingham County (VA)",9.7,"$57,655"
675,51167,"Virginia","Russell County",-0.70528079,-6.528758471,-3.615018433,-12.06325056,-9.789922528,-22.912308254,-13.662204235,-19.124244776,45.5,43.8,1.07,12.42,2.78,8.8,6.2,9516,2328,12195,78.0319803198032,"Russell County (VA)",16.9,"$39,003"
676,51169,"Virginia","Scott County",-1.837149793,-5.564633662,-4.69147938,-3.84406657,1.0829535586,-15.937329405,-6.67140601,-9.49702775,46.7,45.3,1.05,11.72,1.92,7.2,4.7,8242,1579,10055,81.9691695673794,"Scott County (VA)",19.5,"$38,612"
677,51171,"Virginia","Shenandoah County",-0.188153392,5.044698374,4.4407049035,2.0297226046,10.1183550048,11.3269724901,11.991134111,6.3470458642,44.4,43.6,5.45,19.04,6.87,5.7,3.8,14078,5269,20335,69.2303909515613,"Shenandoah County (VA)",10.8,"$53,810"
678,51173,"Virginia","Smyth County",1.3193440975,-2.431169487,-1.873551173,-4.989445404,-3.307250886,-7.9748219665,-8.908579696,-7.957366596,45,43.8,1.12,15.02,3.91,8.8,5.5,9747,2661,12825,76,"Smyth County (VA)",18.1,"$40,140"
679,51175,"Virginia","Southampton County",-9.013900956,-5.089058524,-6.108634638,-2.932794732,-5.8723044592,-23.14438885,-13.065384543,-8.131295375,46.9,45.2,1.04,14.95,39.08,5.8,3.9,5035,3595,8872,56.7515779981966,"Southampton County (VA)",15.6,"$49,595"
680,51177,"Virginia","Spotsylvania County",6.2323997899,5.1134123635,3.2773200179,4.7929866202,9.9143363349,19.4161187915,14.064127367,8.5792537901,37.9,36.9,6.99,29.28,25.74,5.7,4.1,34619,24204,62083,55.7624470466955,"Spotsylvania County (VA)",7.4,"$81,065"
681,51179,"Virginia","Stafford County",11.540432358,13.568600047,7.5715868874,11.958030897,10.0636085807,44.6386501894,30.734436587,22.483886942,35.5,35,8.78,36.82,29.87,5.4,4.1,33840,27879,65350,51.7827084927314,"Stafford County (VA)",5.7,"$97,607"
682,51181,"Virginia","Surry County",-6.311926606,-1.031915678,-13.23420074,-13.61264463,-27.51706028,-34.190687654,-10.287619017,-14.644560308,49.1,46.6,1.29,21.2,47.6,6.7,4.6,1785,2069,3976,44.8943661971831,"Surry County (VA)",13.4,"$51,810"
683,51183,"Virginia","Sussex County",-9.965795363,-1.362687902,0,-18.27314454,-1.951741232,-29.601627805,-9.459254914,-19.80616843,40.5,40.6,2.22,9.58,60.97,9.5,6,2055,2874,5036,40.8061953931692,"Sussex County (VA)",23.1,"$41,790"
684,51185,"Virginia","Tazewell County",-1.268460632,-11.32606482,-8.66844362,-15.48016751,-9.000651119,-36.743136582,-18.440591255,-26.89775609,44.7,43.4,0.86,13.53,5.26,8.9,7.2,15160,2895,18495,81.9680994863477,"Tazewell County (VA)",18,"$38,992"
685,51187,"Virginia","Warren County",13.09826317,35.478411361,-40.26504862,8.4340447416,4.3460572504,16.7456706526,17.2003715741,43.6579481306,40.7,40.5,3.42,20.65,9.23,6,4.1,11762,5165,17791,66.1120791411388,"Warren County (VA)",10.3,"$65,434"
686,51191,"Virginia","Washington County",-3.09453814,-0.603389954,-2.313178693,-0.01841485,6.0043851476,-6.029521637,7.210339145,-1.060633862,46,44.3,1.54,23.35,3.54,6.2,4.6,19309,5548,25715,75.0884697647288,"Washington County (VA)",14.7,"$44,785"
687,51193,"Virginia","Westmoreland County",3.2511050905,-4.572473708,10.460430421,6.7072130961,3.0789807169,15.8462748996,14.0395686297,2.5919867591,48.2,47.4,3.25,18.34,32.19,6.7,4.5,4331,3723,8291,52.2373658183572,"Westmoreland County (VA)",14.8,"$48,983"
688,51195,"Virginia","Wise County",-4.215996274,-17.62158272,-4.25290972,-11.73132467,-13.530458659,-37.821813384,-23.392628659,-29.60109869,40.7,39.6,1.25,13.97,7.33,9.2,8.1,11983,2687,14991,79.9346274431325,"Wise County (VA)",23.5,"$33,810"
689,51197,"Virginia","Wythe County",2.1164743634,-3.704021264,4.8501943518,-1.58533223,6.5990400706,1.6773152212,0.1358002224,-5.35794648,45,44,1.02,15.96,5.01,7.3,5.9,10044,2765,13250,75.8037735849057,"Wythe County (VA)",14.4,"$47,676"
690,51199,"Virginia","York County",-1.379822746,4.6152801973,14.583224827,-3.804187555,2.1919011265,14.0144947233,-4.229650972,-2.8238175785,38.8,39.4,7.76,42.18,22.95,5.3,4,18823,12989,34062,55.2609946568023,"York County (VA)",5.1,"$87,910"
691,51510,"Virginia","Alexandria city",1.6566325912,-1.614054898,1.9718697387,6.8637667735,18.1216300476,8.8782142054,-2.9021912338,-10.6384334565,36.5,35.8,27.45,61.37,35.91,3.7,3,13241,57147,74384,17.8008711550871,"Alexandria city (VA)",10.5,"$87,822"
692,51520,"Virginia","Bristol city",-13.96608237,-5.146144728,-1.927570093,-0.590249085,3.779436064,-21.630046276,-7.808360359,-5.447284559,42.3,41.6,1.91,23.35,10.09,6.6,5.2,4884,1832,6966,70.1119724375538,"Bristol city (VA)",23.6,"$33,659"
693,51530,"Virginia","Buena Vista city",-15.07687715,-15.14921982,0.3057402736,-14.11399767,17.6727050106,-44.0343543664,3.001170859,-29.71769408,38.4,36.6,0.74,16.44,9.72,6.6,4.9,1432,693,2395,59.7912317327766,"Buena Vista city (VA)",16.2,"$38,991"
694,51540,"Virginia","Charlottesville city",4.1744332705,6.1412713315,14.289598173,9.8218193853,13.4683522809,34.4271221603,5.2493534781,6.3756383503,31.2,29.6,11.91,49.79,29.27,4.5,3.4,2951,17865,22211,13.2862095358156,"Charlottesville city (VA)",22.8,"$47,977"
695,51550,"Virginia","Chesapeake city",5.0872045462,7.8195423864,2.4031689389,5.3177200223,9.4485890114,20.6276358938,12.761544226,10.9936812912,36.9,36.7,4.98,29.62,37.72,5.9,4.3,53988,52554,111827,48.2781439187316,"Chesapeake city (VA)",8.6,"$71,998"
696,51570,"Virginia","Colonial Heights city",5.2204342713,-1.947140853,4.0089341962,3.0271011223,6.9812235331,10.3093287368,9.2728460291,-1.2680625237,40.4,41.8,6.48,21.71,20.34,6.5,4.4,5681,2367,8427,67.4142636762786,"Colonial Heights city (VA)",10.4,"$52,673"
